iter	Logloss
167	0.4655282912
168	0.465006544
169	0.4643710929
170	0.4638989118
171	0.4633419276
172	0.4629717631
173	0.4624734061
174	0.4619150009
175	0.4614496985
176	0.460912156
177	0.460503777
178	0.4599421233
179	0.4596458777
180	0.4592443792
181	0.4585471856
182	0.457959384
183	0.4574507406
184	0.4566246937
185	0.4558624453
186	0.4553800064
187	0.4549967761
188	0.454579286
189	0.4537245774
190	0.4531457337
191	0.4524221928
192	0.4519523097
193	0.4514194034
194	0.4508747283
195	0.4505316532
196	0.450020499
197	0.4496242162
198	0.4492733482
199	0.4487435118
200	0.4484725858
201	0.4480483343
202	0.4476764396
203	0.4474651927
204	0.446879201
205	0.4465394622
206	0.4459143035
207	0.4453941547
208	0.4449170062
209	0.4447013849
210	0.4442832884
211	0.4437390253
212	0.4433563305
213	0.4428633551
214	0.4426637176
215	0.4423759299
216	0.4418982259
217	0.441250169
218	0.4410487727
219	0.4407071415
220	0.4402426254
221	0.439697465
222	0.4392352943
223	0.4389025504
224	0.4384331052
225	0.437737609
226	0.4370585726
227	0.4366215328
228	0.4362078045
229	0.4357229399
230	0.4354384803
231	0.4351236279
232	0.4347202114
233	0.4342871658
234	0.4340164819
235	0.433843916
236	0.433582323
237	0.4329801527
238	0.432729851
239	0.4323185281
240	0.4320796692
241	0.4318070667
242	0.4313476342
243	0.4309357243
244	0.4304672024
245	0.4302053802
246	0.429780523
247	0.4294803691
248	0.4293057674
249	0.4288083751
250	0.4283908593
251	0.4282775398
252	0.4277572536
253	0.4274207707
254	0.4271441389
255	0.426686063
256	0.4261082927
257	0.4258269586
258	0.4255851693
259	0.4252686844
260	0.4249301221
261	0.424738675
262	0.4243554564
263	0.424159593
264	0.4238400965
265	0.4235840671
266	0.4232406382
267	0.4227016229
268	0.4223962305
269	0.4219721734
270	0.4216411289
271	0.4212403877
272	0.4208873489
273	0.4206328647
274	0.420038103
275	0.4197846417
276	0.4192046723
277	0.4186288371
278	0.4182453252
279	0.4177637327
280	0.4175481772
281	0.4173207277
282	0.4168539078
283	0.4167308599
284	0.4159280211
285	0.4155331613
286	0.4152306762
287	0.4148075338
288	0.414469787
289	0.4142621303
290	0.4140440925
291	0.4138514987
292	0.4134470242
293	0.413142994
294	0.4128338293
295	0.4125843857
296	0.4123014892
297	0.4119365114
298	0.4117027387
299	0.4113818658
300	0.4109514481
301	0.4106826479
302	0.4104913492
303	0.4101500164
304	0.4099698878
305	0.4096858272
306	0.4094019728
307	0.4091432948
308	0.4089142049
309	0.4086896042
310	0.4083527692
311	0.4079895534
312	0.4075933456
313	0.4072493669
314	0.406968417
315	0.4064414194
316	0.4062107891
317	0.4060007104
318	0.4056025033
319	0.4053376429
320	0.4051303253
321	0.4047652699
322	0.4043309603
323	0.404039668
324	0.4037810926
325	0.4034767256
326	0.4033103399
327	0.4028642089
328	0.4024567728
329	0.4021819873
330	0.4020186172
331	0.4018318012
332	0.4016378291
333	0.4013025863
334	0.40109512
335	0.4007206678
336	0.4005504223
337	0.4002375385
338	0.3997932253
339	0.3995200906
340	0.399354509
341	0.3988433136
342	0.3985608096
343	0.3982388611
344	0.3978909507
345	0.3977329401
346	0.3973405596
347	0.3970676422
348	0.3966317097
349	0.396543314
350	0.3959450101
351	0.395606152
352	0.3953000418
353	0.3951122861
354	0.3947710109
355	0.3945971577
356	0.3941090573
357	0.3938581142
358	0.3935077198
359	0.3931792645
360	0.3929321519
361	0.392628978
362	0.3923478376
363	0.3920398329
364	0.391764177
365	0.3915681351
366	0.391272841
367	0.3910161867
368	0.3908156164
369	0.3905542496
370	0.3902802315
371	0.3900911502
372	0.3899742858
373	0.3897750539
374	0.3895704396
375	0.3893137057
376	0.389063211
377	0.3887312757
378	0.3884076098
379	0.3881340547
380	0.3877335565
381	0.3875286734
382	0.387127851
383	0.3867742152
384	0.3866291625
385	0.3862879936
386	0.3860972894
387	0.3859328363
388	0.3857462929
389	0.3856167357
390	0.3855121093
391	0.3853737207
392	0.3850974656
393	0.3848565248
394	0.3846941053
395	0.3845494278
396	0.3841824279
397	0.3839238496
398	0.3836120222
399	0.3834095038
400	0.3832427619
401	0.3830986849
402	0.3829365234
403	0.3825530967
404	0.3824161843
405	0.3822322196
406	0.3820089377
407	0.3816307806
408	0.3815175338
409	0.3811919659
410	0.3810171798
411	0.3804261537
412	0.3802133206
413	0.3800565618
414	0.3799340308
415	0.3797016121
416	0.3794785599
417	0.3792120808
418	0.3790039553
419	0.378767949
420	0.3785799025
421	0.3783566592
422	0.37821767
423	0.3779070862
424	0.377729255
425	0.3774281761
426	0.3772556885
427	0.3770217697
428	0.3767450919
429	0.3765358852
430	0.3761536585
431	0.3757369959
432	0.375511201
433	0.375288888
434	0.3751585881
435	0.3747666154
436	0.3745244359
437	0.3742293306
438	0.3739722877
439	0.3736859195
440	0.3733657917
441	0.3732567613
442	0.3729438784
443	0.3726281302
444	0.3725560172
445	0.3723259863
446	0.372161458
447	0.3718997245
448	0.3716677108
449	0.3713639993
450	0.3710371123
451	0.3706633688
452	0.3704199648
453	0.3701032275
454	0.3696960246
455	0.3694783779
456	0.369157456
457	0.36895317
458	0.3684408828
459	0.368263151
460	0.3680983673
461	0.3677867709
462	0.3675352737
463	0.3672642131
464	0.3667817775
465	0.3665603251
466	0.3663727449
467	0.3661384281
468	0.365884047
469	0.3657218306
470	0.3652769462
471	0.3650304661
472	0.3646934032
473	0.3644823692
474	0.36406875
475	0.3638859176
476	0.3637319463
477	0.3635333856
478	0.3631638291
479	0.3629660767
480	0.3628039488
481	0.3623982003
482	0.3621377614
483	0.3617924112
484	0.3615978396
485	0.3613588934
486	0.3611148921
487	0.3607398539
488	0.3605231329
489	0.3603384955
490	0.3602258569
491	0.3599591665
492	0.3597564692
493	0.3594389266
494	0.3592712723
495	0.359038734
496	0.3587095945
497	0.3582957598
498	0.3580376877
499	0.3577468985
500	0.3574695164
501	0.3572136677
502	0.3569905667
503	0.3568548476
504	0.3566158678
505	0.3563424812
506	0.3560780208
507	0.3559024011
508	0.3556739704
509	0.3554882037
510	0.3552660362
511	0.3550855923
512	0.3549046794
513	0.3546244196
514	0.3545390132
515	0.3543693619
516	0.3541975996
517	0.3540314246
518	0.3537585302
519	0.3536341186
520	0.3533127914
521	0.3530559563
522	0.3527772475
523	0.3525266792
524	0.3523301966
525	0.3519056203
526	0.3516609435
527	0.3513430108
528	0.3511165629
529	0.3508193179
530	0.3504959782
531	0.350173175
532	0.3498398485
533	0.3496956943
534	0.349345501
535	0.3490657057
536	0.3489267278
537	0.348716467
538	0.3484880481
539	0.34814353
540	0.3477986634
541	0.3476652054
542	0.3473450522
543	0.3470649103
544	0.3468724616
545	0.3466652285
546	0.3463869044
547	0.3461947913
548	0.3460347512
549	0.3458697768
550	0.3457422296
551	0.3454444684
552	0.3451021111
553	0.3446690552
554	0.3444591827
555	0.344333888
556	0.343930253
557	0.3436504686
558	0.3434878001
559	0.3432411612
560	0.3429194693
561	0.3427366394
562	0.3422454494
563	0.3418352488
564	0.3414974691
565	0.3413547781
566	0.3410123284
567	0.3405410578
568	0.3403051112
569	0.3400067979
570	0.3397036232
571	0.3394798147
572	0.339267997
573	0.3391476953
574	0.3389268518
575	0.3385937211
576	0.3383039112
577	0.3380735411
578	0.3378412132
579	0.3377224672
580	0.3374125386
581	0.3372901224
582	0.3371291457
583	0.3368681795
584	0.3366927486
585	0.3365991169
586	0.3363930459
587	0.3361471528
588	0.3359253592
589	0.335635218
590	0.3354797511
591	0.3353155175
592	0.3352066549
593	0.3348179993
594	0.3345933221
595	0.3345132246
596	0.3341358047
597	0.33392122
598	0.3337954484
599	0.3337112266
600	0.3335179078
601	0.333281514
602	0.3328153841
603	0.3326920611
604	0.332160992
605	0.3318853425
606	0.3316045277
607	0.331380136
608	0.3311702287
609	0.330776271
610	0.3305279953
611	0.3303452559
612	0.330252947
613	0.3299579396
614	0.3297808313
615	0.3295265732
616	0.3294435834
617	0.3291486149
618	0.3289380606
619	0.3285719438
620	0.3283265862
621	0.328019611
622	0.3278464839
623	0.3277040219
624	0.3275550842
625	0.3274038722
626	0.3270716201
627	0.3268630138
628	0.3267718519
629	0.3264959289
630	0.3262366829
631	0.325839967
632	0.3254504818
633	0.3252234834
634	0.3251203005
635	0.3246606895
636	0.3245229864
637	0.3243922893
638	0.3242431158
639	0.3240330454
640	0.3238393067
641	0.32352756
642	0.3232470446
643	0.3229890892
644	0.3228640144
645	0.3225915021
646	0.3224146544
647	0.3221605695
648	0.3218761992
649	0.3216434787
650	0.3212004274
651	0.3209650686
652	0.3207217406
653	0.3205387512
654	0.3201398823
655	0.3199226129
656	0.3196184809
657	0.3193379124
658	0.3192040874
659	0.3190506331
660	0.318834592
661	0.3185898977
662	0.3183101656
663	0.3178827942
664	0.3176165737
665	0.3174082176
666	0.3172115872
667	0.3170932852
668	0.3168744998
669	0.3165237127
670	0.316439896
671	0.3162732546
672	0.316045235
673	0.3158542548
674	0.3155578183
675	0.3151958142
676	0.3151025772
677	0.3148566392
678	0.3146910587
679	0.3142868073
680	0.3142001304
681	0.3138821219
682	0.3136785952
683	0.3134546675
684	0.3132022423
685	0.3129487919
686	0.3126702013
687	0.3124472277
688	0.3123340188
689	0.3120331437
690	0.3117794019
691	0.3116939755
692	0.3113946861
693	0.3111707524
694	0.3109991119
695	0.3107674513
696	0.3105992542
697	0.3104025428
698	0.3102073148
699	0.3099791666
700	0.3098503373
701	0.3096079453
702	0.3093377048
703	0.309212139
704	0.3090414757
705	0.3088413666
706	0.3085540891
707	0.3083186953
708	0.3082519615
709	0.3079629242
710	0.3076075839
711	0.3072320098
712	0.3070940101
713	0.3068823456
714	0.3067087655
715	0.306364692
716	0.3060597708
717	0.3058561027
718	0.3056535462
719	0.3054693917
720	0.3052167486
721	0.305077658
722	0.3048440216
723	0.3046496716
724	0.3045388335
725	0.3043279696
726	0.3042185343
727	0.3039768679
728	0.3038601603
729	0.3036516322
730	0.303524693
731	0.3033228462
732	0.3030654556
733	0.302913068
734	0.3027230336
735	0.3024742588
736	0.3023864932
737	0.302286734
738	0.3020582473
739	0.3019376155
740	0.3018460595
741	0.3017186171
742	0.3015467982
743	0.3012379315
744	0.3010921972
745	0.3008770744
746	0.3006040026
747	0.3003712409
748	0.3002537905
749	0.3001387453
750	0.2998826036
751	0.2996711101
752	0.2994921482
753	0.2992979812
754	0.2992116107
755	0.2991090106
756	0.298904519
757	0.2987282279
758	0.2985433567
759	0.2983525176
760	0.2981224679
761	0.2978800062
762	0.2977963068
763	0.297583481
764	0.2972434177
765	0.2970247179
766	0.2968058466
767	0.2965909373
768	0.2963063676
769	0.2961061734
770	0.2959794518
771	0.2957990194
772	0.2955499253
773	0.2953088021
774	0.2951289293
775	0.294855184
776	0.2947059391
777	0.2945552461
778	0.2944069448
779	0.2942549183
780	0.2941996941
781	0.2940771802
782	0.2938707001
783	0.2937725899
784	0.2936198423
785	0.293445956
786	0.293327506
787	0.2930023226
788	0.2928650282
789	0.292613985
790	0.2924006798
791	0.2922272052
792	0.2920585463
793	0.2918872218
794	0.2917120646
795	0.2915102248
796	0.2913455085
797	0.2912852015
798	0.2910463491
799	0.2908104014
800	0.2906506766
801	0.2905761796
802	0.2904183396
803	0.2902095552
804	0.290012729
805	0.289954768
806	0.2897125808
807	0.2895228468
808	0.289326596
809	0.2891092141
810	0.2889255642
811	0.2887200598
812	0.2885160046
813	0.2883042546
814	0.288143186
815	0.2879672486
816	0.2877065801
817	0.2875460483
818	0.2873413983
819	0.2872271867
820	0.2870243809
821	0.2869702992
822	0.2867942333
823	0.286594814
824	0.2864981746
825	0.2863108201
826	0.2862002461
827	0.2860388792
828	0.2858201616
829	0.2855622824
830	0.2854081849
831	0.2851922752
832	0.2850593406
833	0.2848612033
834	0.2847598105
835	0.2845754223
836	0.2842739095
837	0.2841321666
838	0.2839693771
839	0.2837874498
840	0.283618113
841	0.2835441887
842	0.2833777227
843	0.2831072025
844	0.2829118367
845	0.282692467
846	0.2825812197
847	0.2824928956
848	0.2823280781
849	0.2821409268
850	0.2819518143
851	0.281701526
852	0.281556374
853	0.2813988747
854	0.2812150305
855	0.2809944648
856	0.2807648629
857	0.2805604475
858	0.2803716738
859	0.2802175665
860	0.2801513959
861	0.2800692683
862	0.2798743661
863	0.2796775096
864	0.2794628974
865	0.2793961554
866	0.2791557826
867	0.2789944485
868	0.2787532622
869	0.278533746
870	0.2783219028
871	0.2781382544
872	0.2779970089
873	0.2778262823
874	0.2776582293
875	0.2774910411
876	0.2773904858
877	0.2771898774
878	0.277025259
879	0.2768415514
880	0.2766126468
881	0.2764217246
882	0.2762908781
883	0.2761556565
884	0.2760994128
885	0.2759089957
886	0.2757610279
887	0.2756074076
888	0.2755327711
889	0.275190782
890	0.2749861978
891	0.2748919145
892	0.274765524
893	0.2745844711
894	0.2743650012
895	0.2742857405
896	0.2739911185
897	0.2738174084
898	0.2736493646
899	0.2734711778
900	0.2732789498
901	0.2731760127
902	0.273017721
903	0.2728467503
904	0.2726888362
905	0.2725391666
906	0.2722601708
907	0.2720952616
908	0.2719663858
909	0.2718214943
910	0.2716057341
911	0.2714600242
912	0.271369733
913	0.2712755736
914	0.2711982292
915	0.2710482072
916	0.2708569504
917	0.2705286943
918	0.2704224377
919	0.2703611872
920	0.2702109062
921	0.2700721757
922	0.269941389
923	0.2698696553
924	0.2697151615
925	0.2695693083
926	0.2694585423
927	0.269332969
928	0.2692057061
929	0.2691173574
930	0.2690188545
931	0.2688323958
932	0.2687596072
933	0.2685554342
934	0.268480802
935	0.2683790411
936	0.2681948778
937	0.2680989299
938	0.267921861
939	0.2677287044
940	0.2676783202
941	0.2676168857
942	0.2674055755
943	0.2672017611
944	0.2671653743
945	0.2670381432
946	0.2669191326
947	0.2666826558
948	0.2664941157
949	0.266336353
950	0.2661759293
951	0.2660333145
952	0.2658842518
953	0.2656262286
954	0.2654742716
955	0.2652859155
956	0.2650945899
957	0.2649262544
958	0.2647489516
959	0.2645721702
960	0.2644274986
961	0.2642534595
962	0.2641114911
963	0.2638841434
964	0.2636192209
965	0.2634830604
966	0.2634152968
967	0.2633473627
968	0.2631912148
969	0.2630880612
970	0.2629373023
971	0.2627951729
972	0.2625349517
973	0.2624578826
974	0.2622982894
975	0.2622508035
976	0.262029623
977	0.2618629176
978	0.2617375808
979	0.2615502265
980	0.2614329662
981	0.2612971584
982	0.2612485213
983	0.2610289019
984	0.2609125216
985	0.2607541254
986	0.2605364616
987	0.2604559143
988	0.2602691629
989	0.2601242806
990	0.2599161473
991	0.259756806
992	0.2596921131
993	0.2595967663
994	0.2594635958
995	0.2593745346
996	0.2591938356
997	0.2590397439
998	0.2589159007
999	0.2588119122
